,Date,city,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
10035,14/02/2012,CoffsHarbour,17.8,25.8,0.2,5.6,11.9,SSW,35,SW,SSE,24,24,72,60,1019.5,1018,3,2,22.6,25.2,No,0.4,No
10036,15/02/2012,CoffsHarbour,19.2,26.4,0.4,5.6,10.2,S,30,SW,SSE,19,19,72,59,1019.7,1018.4,3,2,23,25.7,No,0,No
10037,16/02/2012,CoffsHarbour,17.2,25.8,0,6,11.4,SSE,26,WSW,ESE,15,15,68,53,1019.6,1018.5,2,2,23,24.9,No,0.4,No
10038,17/02/2012,CoffsHarbour,17.2,26.3,0.4,5.6,11,E,30,W,E,7,19,71,60,1018.4,1015.9,3,4,23,25.9,No,0,No
10039,18/02/2012,CoffsHarbour,16.7,27.4,0,5,10.3,E,30,WNW,E,6,17,68,57,1017.5,1015.3,1,1,23.8,26.6,No,0,No
10040,19/02/2012,CoffsHarbour,17.2,27.2,0,7,10.1,ESE,22,SW,ESE,7,15,77,71,1017.6,1015,7,2,22.3,25.9,No,0,No
10041,20/02/2012,CoffsHarbour,20.6,28.9,0,4.4,9.8,SSE,50,SW,NE,9,26,72,71,1011.6,1008.4,7,5,25.6,27.8,No,40.4,Yes
10042,21/02/2012,CoffsHarbour,21,27.6,40.4,9.4,6,S,50,NW,S,15,30,85,84,1006.9,1007.8,7,7,22.3,23.4,Yes,0.4,No
10043,22/02/2012,CoffsHarbour,19.8,25.9,0.4,5,6.5,SW,30,SW,ESE,13,11,68,66,1014.2,1013.6,6,7,22.6,25,No,0,No
10044,23/02/2012,CoffsHarbour,19.4,25.9,0,4,8.9,SW,26,WSW,SE,15,13,82,70,1019.5,1018.9,6,2,21.8,25.7,No,0,No
10045,24/02/2012,CoffsHarbour,17.6,26.5,0,5,9.4,SSE,30,WSW,SSE,15,22,77,63,1021.7,1022.2,4,2,23,26,No,0.4,No
10046,25/02/2012,CoffsHarbour,19.3,27.4,0.4,5.8,5.9,ESE,26,SW,E,13,17,74,63,1022.9,1021.7,6,7,23.9,26.1,No,0.2,No
10047,26/02/2012,CoffsHarbour,19.6,27.4,0.2,4.2,6.5,NNE,35,NW,NE,11,17,76,61,1022.3,1019.8,7,7,23.6,25.6,No,0,No
10048,27/02/2012,CoffsHarbour,18.9,27.4,0,5.7,4.9,NNE,43,NNE,NNE,17,31,72,68,1019.4,1017.3,7,8,25.1,27.1,No,0,No
10049,28/02/2012,CoffsHarbour,21.4,30.2,0,2.6,11,NNE,56,NNW,NNE,19,37,70,64,1016.6,1013.3,6,5,25.8,27.3,No,0,No
10050,29/02/2012,CoffsHarbour,20.3,30.9,0,6.2,10.6,NNE,33,SSE,NE,4,15,62,63,1012.6,1010.4,5,4,26.5,28.5,No,0,No
10051,01/03/2012,CoffsHarbour,19.8,30.1,0,4.6,9.5,NE,52,,NE,0,31,70,57,1009.7,1005.4,1,6,25.6,28.8,No,0,No
10052,02/03/2012,CoffsHarbour,19.9,25.5,0,7.2,4.5,S,48,SSW,S,26,33,83,77,1009.9,1011,3,7,22.3,23.6,No,20.8,Yes
10053,03/03/2012,CoffsHarbour,19,22.8,20.8,4.8,0.9,SE,39,SW,W,13,9,96,92,1019,1017,8,8,19.3,21,Yes,4.4,Yes
10054,04/03/2012,CoffsHarbour,19.3,26.5,4.4,0.2,2.8,N,35,N,NE,9,17,95,78,1016.6,1013.9,8,7,22.4,25.6,Yes,0.4,No
10055,05/03/2012,CoffsHarbour,22.4,30.5,0.4,2.2,6.6,SSE,50,NNW,NNE,17,31,71,75,1012,1009.9,6,6,26.2,27.2,No,5.8,Yes
10056,06/03/2012,CoffsHarbour,18.7,23.3,5.8,5,0.9,S,54,SW,SSW,26,26,84,69,1015.6,1013.9,8,8,19.8,23,Yes,3.8,Yes
10057,07/03/2012,CoffsHarbour,17.9,24.3,3.8,2.4,9.1,SSW,54,SW,S,28,31,70,63,1013.8,1011.4,5,5,20.9,22.7,Yes,0,No
10058,08/03/2012,CoffsHarbour,13.4,26.8,0,5.4,11.3,NE,50,N,NE,7,33,59,58,1010.8,1007,1,3,20.4,25.5,No,0,No
10059,09/03/2012,CoffsHarbour,14.3,27.2,0,4.8,11.7,SW,28,SW,E,11,17,67,46,1010.6,1008.2,0,1,21.3,26,No,0,No
10060,10/03/2012,CoffsHarbour,14.6,27,0,5.8,10.9,S,30,SW,SSE,13,20,61,57,1012.7,1012.6,1,1,22.1,26.4,No,10.2,Yes
10061,11/03/2012,CoffsHarbour,19.6,25.3,10.2,6,6.4,S,28,WSW,SE,11,15,92,60,1017.9,1016.6,6,5,20.6,25,Yes,0,No
10062,12/03/2012,CoffsHarbour,17.7,22.2,0,4,0.7,SSE,22,SW,WNW,13,9,81,86,1019.1,1019.8,6,8,20.8,21.6,No,8.2,Yes
10063,13/03/2012,CoffsHarbour,17.1,26.5,8.2,1.8,7.9,ENE,24,SW,E,9,17,79,55,1021.9,,5,7,21.3,25.7,Yes,12.8,Yes
10064,14/03/2012,CoffsHarbour,18,25.4,12.8,3,5.5,NNE,26,W,E,7,9,88,68,1020.9,1018.4,7,8,21.2,24.6,Yes,1.6,Yes
10065,15/03/2012,CoffsHarbour,19,23.9,1.6,3.2,0.4,N,28,,NW,0,11,90,95,1017.9,1015.7,7,8,21.9,20.8,Yes,17.4,Yes
10066,16/03/2012,CoffsHarbour,19.3,26.9,17.4,1.4,10.2,NE,33,NW,ENE,13,22,77,58,1015.2,1012.6,1,1,23.9,26,Yes,0,No
10067,17/03/2012,CoffsHarbour,19.8,27.3,0,5.2,1.5,SSW,44,NNW,S,11,17,76,72,1013.2,1012.4,7,8,23.8,25.4,No,0.4,No
10068,18/03/2012,CoffsHarbour,20.2,25.3,0.4,2.4,7.7,S,63,SW,SSW,35,39,68,49,1018.2,1017.3,6,3,21,24.6,No,6.2,Yes
10069,19/03/2012,CoffsHarbour,17.3,25,6.2,6.2,5.2,SSE,57,SW,SSE,30,35,71,88,1018.2,1016.2,3,6,21,22.4,Yes,11.2,Yes
10070,20/03/2012,CoffsHarbour,20.5,26.2,11.2,3.4,7.1,ESE,43,SE,E,20,20,75,71,1017.1,1014.3,7,5,23.5,24.8,Yes,9.6,Yes
10071,21/03/2012,CoffsHarbour,19.5,23.3,9.6,4,0.4,E,30,WNW,NE,9,9,92,75,1011.2,1007.6,8,7,20.7,23.2,Yes,2.6,Yes
10072,22/03/2012,CoffsHarbour,19.5,25.2,2.6,2.2,0.7,SW,26,NW,ESE,13,11,77,67,1007.4,1007.2,7,7,23,24.9,Yes,0.6,No
10073,23/03/2012,CoffsHarbour,19.4,28.4,0.6,1.6,9.1,NNE,30,NNW,NE,6,17,74,60,1004.7,1001.2,3,1,22.8,27.3,No,0,No
10074,24/03/2012,CoffsHarbour,16,23.3,0,6,9.8,S,35,SW,SE,19,20,54,43,1012.1,1012.1,1,1,19.3,22.6,No,0,No
10075,25/03/2012,CoffsHarbour,17.4,24.9,0,6,8.8,SE,28,SW,SE,15,13,63,57,1020.4,1019.9,5,4,20.6,23.2,No,16.8,Yes
10076,26/03/2012,CoffsHarbour,17.4,24,16.8,3.8,6,SSE,19,W,SE,11,9,96,55,1023.6,1021.5,8,4,17.8,23.5,Yes,1,No
10077,27/03/2012,CoffsHarbour,14.9,24.9,1,1.6,8.3,E,37,WSW,ESE,6,13,91,61,1023.3,1021.5,3,3,17,24.2,No,3.4,Yes
10078,28/03/2012,CoffsHarbour,17,24.7,3.4,5.2,3,SSE,35,SSW,SE,6,20,94,65,1023.5,1020.2,8,7,17.8,23,Yes,0.4,No
10079,29/03/2012,CoffsHarbour,14.3,24.7,0.4,1.8,9.6,SSE,20,WSW,ESE,9,15,81,59,1019.7,1016.8,1,1,19.8,24,No,0,No
10080,30/03/2012,CoffsHarbour,16,25,0,3.6,9,SW,33,WSW,SE,11,17,77,65,1017.7,1015.5,2,3,21.2,24,No,4.4,Yes
10081,31/03/2012,CoffsHarbour,16.1,25,4.4,4.4,10.7,SW,33,SW,SE,17,24,80,72,1017.5,1016.3,1,5,20,23.5,Yes,0,No
10082,01/04/2012,CoffsHarbour,16.6,25.7,0,4.8,11,S,39,SW,S,20,26,56,54,1017.4,1014.8,1,1,23,25.3,No,0,No
10083,02/04/2012,CoffsHarbour,18.2,26.1,0,6,10.3,SSE,56,WSW,S,19,19,51,65,1016.3,1013.9,2,1,23.9,23.3,No,1,No
10084,03/04/2012,CoffsHarbour,14.9,26.5,1,4.4,10.3,SSE,35,SW,SSE,20,24,62,62,1015.9,1014.1,1,5,23.6,25.1,No,0,No
10085,04/04/2012,CoffsHarbour,15.3,25.4,0,5,9.5,S,24,SW,SE,13,13,74,58,1017.7,1016.2,6,2,22.1,24.7,No,0,No
10086,05/04/2012,CoffsHarbour,15.4,25.6,0,3.2,9.5,S,28,SW,SE,17,17,66,56,1020.6,1018.4,2,2,23.2,24.6,No,0,No
10087,06/04/2012,CoffsHarbour,16.2,24.9,0,4.8,9.8,SSE,26,SW,E,17,15,61,51,1021.1,1018,2,1,23,24.2,No,0,No
10088,07/04/2012,CoffsHarbour,14.5,26.6,0,4,8.4,NNE,28,SSW,NE,6,17,62,62,1017.6,1014.9,3,3,22.1,25.5,No,0,No
10089,08/04/2012,CoffsHarbour,18.2,26.3,0,3.4,8.5,NNW,43,WSW,NE,7,30,79,56,1020.2,1016.1,5,1,23.2,25.5,No,0,No
10090,09/04/2012,CoffsHarbour,18.3,27,0,4.2,7,NNW,48,NNW,SE,17,22,60,74,1014.7,1013.5,2,6,24.5,23.6,No,4.4,Yes
10091,10/04/2012,CoffsHarbour,14.6,21,4.4,4.8,10.8,S,54,SSW,SSW,37,35,52,32,1020.5,1021.5,1,2,18.4,19.9,Yes,0,No
10092,11/04/2012,CoffsHarbour,14.8,22.2,0,7,8.6,SW,52,SW,S,37,35,54,59,1027.1,1026.6,4,6,18.5,19.8,No,3.8,Yes
10093,12/04/2012,CoffsHarbour,14.5,22.7,3.8,4.4,6.8,S,54,SW,SW,20,19,66,70,1030.7,1029,4,4,18.1,19.8,Yes,1,No
10094,13/04/2012,CoffsHarbour,15.1,23.3,1,3,6.2,SSW,33,SW,SSE,22,20,66,61,1030.7,1028.3,3,4,20.7,22.9,No,2.8,Yes
10095,14/04/2012,CoffsHarbour,17.9,23.5,2.8,2.8,4.6,WSW,35,WSW,WSW,13,17,94,71,1028.8,1024.5,7,7,18.3,22.2,Yes,14.4,Yes
10096,15/04/2012,CoffsHarbour,17.2,23.8,14.4,2.4,2.8,ESE,24,WSW,E,13,7,91,71,1025.2,1022,7,7,20.1,22.7,Yes,0.4,No
10097,16/04/2012,CoffsHarbour,17.7,24.8,0.4,2.2,7,S,31,SW,ESE,19,9,74,78,1022,1018.3,4,7,22.4,22.5,No,18.4,Yes
10098,17/04/2012,CoffsHarbour,17.5,19.8,18.4,4.2,0,S,35,WSW,WSW,13,13,94,91,1020,1017.1,8,8,18.3,19.4,Yes,45.8,Yes
10099,18/04/2012,CoffsHarbour,16.6,22.7,45.8,1.8,4.3,WSW,30,SW,S,13,11,88,72,1018.5,1016.1,7,7,18.2,22.5,Yes,19.6,Yes
10100,19/04/2012,CoffsHarbour,17.7,24.4,19.6,0.8,4.1,WSW,37,SW,WSW,24,15,80,75,1017.3,1013.4,6,6,21,23.6,Yes,6.4,Yes
10101,20/04/2012,CoffsHarbour,17.9,25.9,6.4,2,3.2,ENE,37,NW,NNE,15,26,80,77,1016.7,1014.8,7,7,22.6,23.9,Yes,97,Yes
10102,21/04/2012,CoffsHarbour,18.7,24.1,97,,6.5,NE,30,NNW,NE,6,17,91,80,1015.5,1013.2,5,6,20.5,21.9,Yes,0,No
10103,22/04/2012,CoffsHarbour,15,25.4,0,2.6,7.7,E,26,NW,NE,4,15,76,80,1015.6,1012.9,6,7,21.9,23.8,No,0,No
10104,23/04/2012,CoffsHarbour,17.1,28.4,0,1.8,8,SSW,43,NNW,NE,6,26,71,77,1014.3,1011.3,4,7,24.5,25.3,No,17.2,Yes
10105,24/04/2012,CoffsHarbour,17.8,20.7,17.2,4.6,0.2,NW,37,,NNW,0,26,95,81,1014.7,1010.9,7,7,18.4,20.2,Yes,1.8,Yes
10106,26/04/2012,CoffsHarbour,8.3,22.9,,,,S,35,SW,WSW,19,13,49,47,1017.2,1016.4,,,18.7,22.3,,0,No
10107,27/04/2012,CoffsHarbour,12.6,20.9,0,5.6,,NE,31,SW,SW,13,11,80,69,1021.7,1020.4,8,,18,20,No,6.2,Yes
10108,28/04/2012,CoffsHarbour,15.8,19.7,6.2,1,0.2,SW,28,W,SW,9,15,94,91,1022,1019.2,8,8,16.8,17.8,Yes,10,Yes
10109,29/04/2012,CoffsHarbour,15.7,23.3,10,1.4,4.3,SSW,56,SW,SSW,28,30,76,69,1017.7,1017,6,6,18.6,21.5,Yes,14,Yes
10110,30/04/2012,CoffsHarbour,15.3,21.3,14,3.6,5.5,S,43,WSW,S,17,30,66,64,1025.6,1024.1,7,4,17.7,19.9,Yes,4.6,Yes
10111,01/05/2012,CoffsHarbour,13.7,21.8,4.6,2.8,2.3,W,28,W,ESE,13,6,79,61,1027.5,1024.7,7,7,17.4,20.4,Yes,1.2,Yes
10112,02/05/2012,CoffsHarbour,12.9,22.6,1.2,1.6,5.5,NE,30,NW,NW,13,15,73,78,1024.6,1021,4,6,20,20,Yes,0.6,No
10113,03/05/2012,CoffsHarbour,15.3,24.5,0.6,2.2,3.6,ENE,28,NNW,E,11,7,69,75,1019.8,1016.7,7,7,20.7,21.4,No,6.8,Yes
10114,04/05/2012,CoffsHarbour,13.9,21.8,6.8,1.2,4.3,S,37,WSW,S,17,20,91,66,1018.4,1015.7,6,7,17.5,21.2,Yes,0,No
10115,05/05/2012,CoffsHarbour,14.8,22.2,0,2.8,10,SW,37,SW,S,26,17,63,41,1014.5,1012.4,1,1,18.9,21.9,No,0,No
10116,06/05/2012,CoffsHarbour,9.2,22.2,0,3.2,10.4,SW,28,W,E,7,11,65,36,1017.8,1014.7,1,1,17.4,21.5,No,0,No
10117,07/05/2012,CoffsHarbour,8.7,21.2,0,3.2,7.9,S,19,W,SE,2,11,86,54,1018.2,1015.3,7,2,14.8,20.5,No,0,No
10118,08/05/2012,CoffsHarbour,10.1,21.4,0,1.8,10.4,SW,30,SW,SE,15,9,69,49,1018.7,1017,1,0,17.9,20.9,No,0,No
10119,09/05/2012,CoffsHarbour,9.1,23,0,2.8,10.2,ESE,17,SW,NE,6,7,70,48,1022.1,1020.4,0,0,18.1,22.9,No,0,No
10120,10/05/2012,CoffsHarbour,8.6,23.2,0,2,10.2,NW,19,,NE,0,13,62,51,1023.5,1020.6,0,0,19.2,22.5,No,0,No
10121,11/05/2012,CoffsHarbour,11.6,24.9,0,2,10.2,NNE,24,NW,NE,11,17,63,61,1021.4,1016.9,0,1,20.4,24,No,0,No
10122,12/05/2012,CoffsHarbour,11,25.7,0,2,8.9,SSW,54,SW,N,7,9,59,65,1016.6,1013.2,1,5,20.3,22.5,No,4.6,Yes
10123,13/05/2012,CoffsHarbour,8.3,21.3,4.6,2.2,10.1,W,33,WSW,E,13,13,53,37,1014.9,1012,0,0,15.6,20.1,Yes,0,No
10124,14/05/2012,CoffsHarbour,7.9,18.7,0,3.2,9.8,SW,37,SW,SW,19,22,45,29,1020.3,1019.5,1,1,14.8,18.4,No,0,No
10125,15/05/2012,CoffsHarbour,6.8,20.3,0,3.2,10.1,S,31,WSW,S,19,20,52,35,1022.8,1020.5,1,1,15.7,19.9,No,0,No
10126,16/05/2012,CoffsHarbour,6.9,21.1,0,2.8,7.2,SW,37,SW,SSW,17,19,59,56,1023.6,1021.9,1,6,16,19.6,No,2.8,Yes
10127,17/05/2012,CoffsHarbour,9,20.8,2.8,2.2,8.6,SW,28,WSW,SE,13,13,78,65,1024.5,1022.1,1,1,17,19.4,Yes,0,No
10128,18/05/2012,CoffsHarbour,8.1,21.1,0,2,9.7,SE,19,W,E,7,11,74,54,1025.1,1022,1,1,17.9,20.7,No,0,No
10129,19/05/2012,CoffsHarbour,8.3,21.7,0,2.2,9.7,ENE,19,SW,ENE,2,13,74,52,1023.9,1020.9,5,3,16.5,21.2,No,0,No
10130,20/05/2012,CoffsHarbour,8.6,21.2,0,1.6,9.5,S,28,SW,S,4,17,69,41,1024.3,1022,1,1,17,20.7,No,0,No
10131,21/05/2012,CoffsHarbour,9,21.3,0,3,8.5,SW,22,SW,NE,11,13,74,61,1025.4,1022.6,2,2,16.5,20.6,No,0,No
10132,22/05/2012,CoffsHarbour,11.7,23.1,0,1.4,8.5,NNW,26,NW,SE,9,13,56,50,1024.9,1022.1,1,2,20.1,21.6,No,0,No
10133,23/05/2012,CoffsHarbour,8,22.3,0,2.8,9.8,NE,30,W,NNE,6,22,59,47,1026,1022.5,0,,18,21.6,No,0,No
10134,24/05/2012,CoffsHarbour,13.5,23.9,0,2,7.4,N,48,NNW,N,13,24,68,55,1023.7,1020.2,6,7,20.1,22.3,No,0.2,No
10135,25/05/2012,CoffsHarbour,18.2,19.6,0.2,2.2,0,NNW,41,N,N,28,17,81,73,1016.4,1011.5,8,8,18.6,19.1,No,1,No
10136,26/05/2012,CoffsHarbour,5.9,19.2,1,1.2,10,SW,30,NW,NNE,6,20,54,40,1017,1013.8,1,0,14.8,18,No,0,No
10137,27/05/2012,CoffsHarbour,5.7,18.7,0,2.2,9.8,SSW,33,SW,S,15,19,54,45,1019.3,1017.7,1,2,14.9,18.4,No,0,No
10138,28/05/2012,CoffsHarbour,11.1,20,0,2.6,7,SSW,52,SW,SSW,30,37,61,64,1023.2,1022.1,1,7,16.5,18.1,No,1,No
10139,29/05/2012,CoffsHarbour,13.6,20.2,1,3.4,5.9,SSW,44,SW,SSW,26,20,66,81,1028.3,1027.9,5,7,16.5,17.2,No,20.4,Yes
10140,30/05/2012,CoffsHarbour,13.6,17,20.4,2.6,1,WSW,39,WSW,SW,24,20,83,84,1032.2,1030,7,6,14.8,16.4,Yes,12,Yes
10141,31/05/2012,CoffsHarbour,13.2,17,12,0.8,2.4,,,W,WSW,15,22,93,85,1032.1,1029.3,8,7,13.7,15.5,Yes,1,No
10142,01/06/2012,CoffsHarbour,10.5,20.3,1,0.4,6.9,SSW,28,SW,S,17,13,81,67,1028,1024.2,5,7,16.8,19.7,No,0,No
10143,02/06/2012,CoffsHarbour,11.6,19.6,0,2.2,0.1,WSW,17,NW,S,4,11,89,74,1021.7,1017.6,7,7,15.1,18.5,No,1.6,Yes
10144,03/06/2012,CoffsHarbour,14.8,20.1,1.6,1,0.7,WNW,17,WNW,NE,7,7,97,89,1013.8,1008.3,8,6,16.2,19.7,Yes,15,Yes
10145,04/06/2012,CoffsHarbour,12.1,21.4,15,1.8,8.4,NW,26,WNW,NNW,4,6,78,63,1005.3,1001.6,1,5,17.7,21.1,Yes,0,No
10146,05/06/2012,CoffsHarbour,7.2,16.7,0,2.2,7.8,W,43,NW,SW,11,9,48,47,1004.3,1001.4,1,6,13.6,15.2,No,0,No
10147,06/06/2012,CoffsHarbour,5.9,18.2,0,2.2,7,SW,67,SW,SSW,39,39,58,65,1010.6,1012.9,5,6,16.5,16.1,No,0,No
10148,07/06/2012,CoffsHarbour,12.6,18.8,0,3,8.5,SW,48,SW,S,31,28,56,50,1020,1019.3,4,2,15.4,17.9,No,0,No
10149,08/06/2012,CoffsHarbour,8.2,18.1,0,2.6,9.5,WSW,33,SW,S,20,20,56,51,1024.7,1022.9,1,1,15.2,17.8,No,0,No
10150,09/06/2012,CoffsHarbour,6.9,18,0,2.2,9,SW,33,SW,S,13,13,66,70,1025.5,1023.4,1,1,14.2,17.8,No,0,No
10151,10/06/2012,CoffsHarbour,8.9,15.8,0,2.2,0,S,41,SW,S,17,22,65,94,1024.2,1020.6,7,8,13.3,14.1,No,28,Yes
10152,11/06/2012,CoffsHarbour,12,14.8,28,2.4,0,SW,52,WSW,WSW,26,26,93,92,1017.3,1013.7,8,8,13.1,13.8,Yes,51.8,Yes
10153,12/06/2012,CoffsHarbour,13,18.4,51.8,1.4,3,SSE,54,SW,SW,30,20,94,91,1014.1,1013,7,7,14.6,16.1,Yes,30,Yes
10154,13/06/2012,CoffsHarbour,13.6,18.3,30,2.8,3.6,S,48,SW,S,22,19,89,80,1017.4,1015.5,7,8,15,17.2,Yes,1.6,Yes
10155,14/06/2012,CoffsHarbour,13.2,19.9,1.6,0,9.1,SW,37,SW,S,22,19,65,69,1017.9,1016.2,3,1,17.1,18.8,Yes,0,No
10156,15/06/2012,CoffsHarbour,7.9,22.2,0,1.6,9.4,NNE,30,N,NE,2,20,81,68,1019.4,1016.4,1,0,15.1,20.3,No,0,No
10157,16/06/2012,CoffsHarbour,10.7,23.3,0,1.6,7.9,NNW,30,NNW,SW,2,11,66,65,1018.9,1015.7,1,,17.4,20.4,No,0,No
10158,17/06/2012,CoffsHarbour,9,20.8,0,1.6,9.5,NNW,37,W,SW,9,11,53,42,1020.7,1018,1,0,16.7,19.6,No,0,No
10159,18/06/2012,CoffsHarbour,5.1,19.1,0,2.4,9.5,SW,33,NW,SSE,6,13,62,40,1022.3,1019.9,1,1,14.7,18.2,No,0,No
10160,19/06/2012,CoffsHarbour,6.3,18.1,0,1.6,9.5,NNE,46,NNW,SSE,4,11,60,53,1021,1018,0,0,14.6,17.5,No,0,No
10161,20/06/2012,CoffsHarbour,4.8,18.7,0,1.4,9.4,NNE,26,WSW,NE,6,15,79,53,1023.7,1019.4,1,1,13.6,17.8,No,0,No
10162,21/06/2012,CoffsHarbour,4.5,19.5,0,2,,NW,31,SW,E,6,9,59,46,1019,1014.4,0,0,13.6,19.4,No,0,No
10163,22/06/2012,CoffsHarbour,9.8,22.8,0,1.6,,N,52,WNW,N,9,28,58,43,1014.2,1010.2,2,5,16.8,22.2,No,0,No
10164,23/06/2012,CoffsHarbour,6.3,17.3,0,2,,W,31,WSW,S,17,17,49,40,1022,1021.8,0,0,13.6,16.5,No,0,No
10165,24/06/2012,CoffsHarbour,3.3,17.2,0,2.2,,SE,19,W,SE,7,9,78,44,1029,1027.4,,0,11.7,16.4,No,0,No
10166,25/06/2012,CoffsHarbour,2.4,19.5,0,1.4,9.5,NNW,30,SSW,N,6,17,73,39,1029.8,1024.8,1,1,12.2,18.2,No,0,No
10167,26/06/2012,CoffsHarbour,4.8,18.5,0,1.6,1.5,S,46,WSW,S,20,20,62,63,1028.1,1024.9,7,7,14.8,17.6,No,86.4,Yes
10168,27/06/2012,CoffsHarbour,12.2,16.8,86.4,,0,ESE,48,ESE,SW,31,22,78,90,1028,1025.3,8,8,15.6,14.4,Yes,29.4,Yes
10169,28/06/2012,CoffsHarbour,12.6,17.3,29.4,1,,E,48,SW,SE,19,20,93,86,1023.3,1018.5,8,8,13.6,16.2,Yes,27.6,Yes
10170,29/06/2012,CoffsHarbour,13.2,19.7,27.6,0.8,,WSW,30,SW,SSW,20,17,87,75,1015.5,1012,5,2,16.1,18.9,Yes,0,No
10171,30/06/2012,CoffsHarbour,8.2,20.8,0,1.6,,SW,20,SW,SE,9,13,88,44,1015.1,1012.7,1,1,15.4,19.9,No,0,No
10172,01/07/2012,CoffsHarbour,7.3,21.7,0,1.4,,SSW,30,NW,S,9,19,62,50,1016.9,1013.2,3,6,16.3,19.2,No,0,No
10173,02/07/2012,CoffsHarbour,3.5,18.3,0,2,9.7,SSW,37,NW,WSW,11,13,54,35,1018,1015.2,0,1,13.1,17.8,No,0,No
10174,03/07/2012,CoffsHarbour,3,17,0,2,9.5,SW,33,WSW,SSE,17,15,63,41,1019.8,1017.3,1,0,11.1,15.9,No,0,No
10175,04/07/2012,CoffsHarbour,2.9,17.5,0,1.8,8.4,SW,41,W,SW,13,20,66,41,1022.9,1021.9,1,1,12.6,16.7,No,0,No
10176,05/07/2012,CoffsHarbour,11.5,17.6,0,2.6,,SSW,50,SW,SSW,28,31,49,56,1027.1,1026.3,1,6,14.9,16.4,No,1,No
10177,06/07/2012,CoffsHarbour,11.2,17.5,1,2.7,,SW,54,SW,SSW,17,22,66,84,1029.9,1028.1,6,8,13.2,13.6,No,12.2,Yes
10178,07/07/2012,CoffsHarbour,11.3,18,12.2,2.2,,SSW,35,SW,SSW,22,28,64,57,1030.4,1028.1,5,5,13.6,17.5,Yes,1,No
10179,08/07/2012,CoffsHarbour,8.1,17.9,1,1.6,9.2,S,31,SW,SSE,15,13,71,59,1030.4,1028.2,1,1,15.1,17.3,No,0,No
10180,09/07/2012,CoffsHarbour,8,18.4,0,2,4.9,S,22,WSW,SSE,7,7,92,62,1030.5,1027.4,6,6,12.7,17.9,No,8.4,Yes
10181,10/07/2012,CoffsHarbour,11.9,18.9,8.4,1.8,0.8,N,39,NW,N,11,17,97,81,1027.9,1024,7,8,14,17.5,Yes,0.8,No
10182,11/07/2012,CoffsHarbour,13.9,22.7,0.8,0.2,7.2,N,44,N,NNE,19,22,67,59,1023,1019,7,7,18.3,21.9,No,4.6,Yes
10183,12/07/2012,CoffsHarbour,16.3,19.8,4.6,2.4,,NNE,28,,N,0,13,98,87,1020.4,1015.4,8,7,16.8,19.1,Yes,9.4,Yes
10184,13/07/2012,CoffsHarbour,16.1,20.8,9.4,0,,SW,28,WNW,NNW,15,7,95,84,1014.9,1012.6,7,7,17.9,20.4,Yes,2,Yes
10185,14/07/2012,CoffsHarbour,14.8,16.4,2,1,,NNW,33,WSW,NW,11,11,84,89,1014.9,1013.3,7,8,16,15.5,Yes,0.5,No
10186,15/07/2012,CoffsHarbour,10.9,18.6,0.5,1.3,,NNE,22,,NNE,0,15,82,48,1018.8,1017.8,6,0,12.6,17.9,No,0,No
10187,16/07/2012,CoffsHarbour,4.2,16.8,0,2.4,9.9,SSW,30,WSW,S,11,19,54,46,1028.1,1026.8,0,1,13,16.5,No,0,No
10188,17/07/2012,CoffsHarbour,5.6,19.9,0,2.2,7,,,WNW,E,7,9,75,61,1028.1,1023.9,2,5,13.7,18.3,No,1.8,Yes
10189,18/07/2012,CoffsHarbour,9.5,18.3,1.8,1.4,1.4,NW,20,NW,SW,11,7,83,87,1021,1016.9,7,8,15.9,16.8,Yes,5.8,Yes
10190,19/07/2012,CoffsHarbour,10.9,18,5.8,1.4,,SSW,43,SW,SSW,24,26,64,42,1017.4,1015.7,1,1,15.2,17.5,Yes,0,No
10191,20/07/2012,CoffsHarbour,11.2,18.7,0,3.6,7,SW,61,SW,SSW,33,41,55,44,1021,1019.7,2,2,15.5,17.5,No,0,No
10192,21/07/2012,CoffsHarbour,13.9,20.2,0,3,,SSW,61,SW,SSW,39,41,62,56,1023.6,1023.4,7,7,16.5,18.5,No,0,No
10193,22/07/2012,CoffsHarbour,12.3,17.2,0,4.8,2.1,SSW,69,SSW,SSW,31,39,75,64,1025.1,1023.6,7,7,13.5,15.6,No,1.4,Yes
10194,23/07/2012,CoffsHarbour,12.1,18,1.4,1.2,4.2,SSW,56,WSW,SSW,30,26,77,73,1025.2,1022.6,7,7,13,15.5,Yes,4.4,Yes
10195,24/07/2012,CoffsHarbour,11.2,18.9,4.4,2.4,5.3,SW,48,SW,SSW,28,24,75,62,1025.5,1023.6,2,7,14.6,17.1,Yes,0.6,No
10196,25/07/2012,CoffsHarbour,9.5,18.9,0.6,2.2,9.5,WSW,26,WSW,ESE,13,11,69,49,1024.3,1021.5,7,1,16,18.3,No,0,No
10197,26/07/2012,CoffsHarbour,9,21.8,0,2.4,,NNW,33,NNW,N,15,17,66,47,1018.9,1013.6,3,5,16.7,20.4,No,0.2,No
