0,Date,city,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow,latitude,longitude
11706,03/01/2017,CoffsHarbour,20.5,27.1,2.4,,,SSE,46.0,SSW,S,28.0,28.0,68.0,64.0,1016.0,1015.8,8.0,1.0,22.9,25.4,Yes,4.6,Yes,-30.294311623198947,153.123998054297
11707,04/01/2017,CoffsHarbour,19.6,26.5,4.6,,,SSW,35.0,WSW,SE,11.0,20.0,93.0,67.0,1018.8,1017.5,8.0,8.0,19.8,26.3,Yes,3.6,Yes,-30.294311623198947,153.123998054297
11708,05/01/2017,CoffsHarbour,18.3,25.4,3.6,,,SSW,39.0,WSW,SSW,13.0,13.0,92.0,82.0,1017.6,1015.4,8.0,8.0,20.2,24.0,Yes,29.6,Yes,-30.294311623198947,153.123998054297
11709,06/01/2017,CoffsHarbour,19.7,25.7,29.6,,,SSW,41.0,SSW,SW,28.0,6.0,95.0,70.0,1016.4,1016.2,8.0,5.0,20.0,24.3,Yes,15.2,Yes,-30.294311623198947,153.123998054297
11710,07/01/2017,CoffsHarbour,18.8,26.7,15.2,,,ENE,28.0,SW,E,11.0,17.0,84.0,56.0,1017.7,1015.0,8.0,,22.1,25.9,Yes,0.0,No,-30.294311623198947,153.123998054297
11711,08/01/2017,CoffsHarbour,19.1,27.8,0.0,,,ENE,41.0,NE,NE,15.0,28.0,59.0,57.0,1015.5,1013.2,,,24.9,26.4,No,0.0,No,-30.294311623198947,153.123998054297
11712,09/01/2017,CoffsHarbour,19.3,29.4,0.0,,,NE,54.0,NNW,NE,24.0,39.0,54.0,64.0,1013.8,1011.1,,,25.5,27.0,No,0.0,No,-30.294311623198947,153.123998054297
11713,10/01/2017,CoffsHarbour,21.8,30.3,0.0,,,NE,57.0,NW,NNE,19.0,39.0,63.0,66.0,1012.6,1010.4,,,27.8,28.2,No,0.0,No,-30.294311623198947,153.123998054297
11714,11/01/2017,CoffsHarbour,22.5,30.4,0.0,,,SSW,63.0,NNE,NNW,20.0,22.0,76.0,56.0,1010.0,1007.6,7.0,8.0,26.7,29.9,No,7.8,Yes,-30.294311623198947,153.123998054297
11715,12/01/2017,CoffsHarbour,23.5,28.4,7.8,,,SW,37.0,S,S,13.0,13.0,77.0,74.0,1011.7,1010.4,5.0,7.0,26.5,27.4,Yes,0.4,No,-30.294311623198947,153.123998054297
11716,13/01/2017,CoffsHarbour,21.4,32.0,0.4,,,NNE,57.0,N,NE,19.0,35.0,72.0,69.0,1011.7,1006.6,5.0,1.0,26.7,29.6,No,0.0,No,-30.294311623198947,153.123998054297
11717,14/01/2017,CoffsHarbour,26.3,38.9,0.0,,,SW,83.0,NNE,NE,17.0,35.0,60.0,68.0,1004.2,1001.0,,8.0,31.9,28.4,No,36.2,Yes,-30.294311623198947,153.123998054297
11718,15/01/2017,CoffsHarbour,23.3,24.0,36.2,,,SSW,54.0,SSE,SSW,15.0,26.0,95.0,95.0,1011.0,1014.5,8.0,8.0,23.9,21.4,Yes,21.6,Yes,-30.294311623198947,153.123998054297
11719,16/01/2017,CoffsHarbour,19.0,27.5,21.6,,,SSE,39.0,SW,S,24.0,19.0,94.0,76.0,1017.3,1016.0,8.0,8.0,19.9,24.4,Yes,0.2,No,-30.294311623198947,153.123998054297
11720,17/01/2017,CoffsHarbour,19.9,32.9,0.2,,,NE,54.0,NE,NE,20.0,37.0,74.0,69.0,1015.9,1012.2,,,27.2,29.2,No,0.0,No,-30.294311623198947,153.123998054297
11721,18/01/2017,CoffsHarbour,23.7,35.4,0.0,,,SSW,72.0,N,NNE,15.0,22.0,52.0,56.0,1009.1,1005.8,,,32.8,33.3,No,2.2,Yes,-30.294311623198947,153.123998054297
11722,19/01/2017,CoffsHarbour,21.1,24.8,2.2,,,SSW,56.0,SW,S,17.0,19.0,94.0,80.0,1014.1,1012.6,8.0,8.0,21.2,24.1,Yes,0.6,No,-30.294311623198947,153.123998054297
11723,20/01/2017,CoffsHarbour,21.0,29.8,0.6,,,NNE,59.0,N,NE,24.0,41.0,78.0,77.0,1007.9,1000.3,8.0,,24.3,27.0,No,11.2,Yes,-30.294311623198947,153.123998054297
11724,21/01/2017,CoffsHarbour,22.7,27.2,11.2,,,S,59.0,SW,S,26.0,20.0,72.0,74.0,1008.3,1010.4,4.0,8.0,24.8,25.0,Yes,0.6,No,-30.294311623198947,153.123998054297
11725,22/01/2017,CoffsHarbour,19.8,27.2,0.6,,,E,30.0,SW,NE,17.0,19.0,67.0,62.0,1017.5,1016.3,1.0,,24.5,26.3,No,0.0,No,-30.294311623198947,153.123998054297
11726,23/01/2017,CoffsHarbour,17.6,27.7,0.0,,,NE,50.0,NW,NE,17.0,31.0,60.0,57.0,1017.2,1014.2,,,24.8,26.9,No,0.0,No,-30.294311623198947,153.123998054297
11727,24/01/2017,CoffsHarbour,20.8,33.8,0.0,,,NNE,54.0,N,NE,15.0,37.0,61.0,58.0,1013.2,1009.6,,,27.4,29.3,No,0.0,No,-30.294311623198947,153.123998054297
11728,25/01/2017,CoffsHarbour,23.7,27.7,0.0,,,SW,43.0,SSW,SSE,28.0,17.0,85.0,78.0,1017.3,1016.2,8.0,4.0,23.9,25.2,No,0.0,No,-30.294311623198947,153.123998054297
11729,26/01/2017,CoffsHarbour,22.8,26.9,0.0,,,WSW,26.0,NW,SSE,7.0,9.0,75.0,90.0,1013.7,1012.7,8.0,8.0,26.2,24.3,No,13.0,Yes,-30.294311623198947,153.123998054297
11730,27/01/2017,CoffsHarbour,22.6,28.6,13.0,,,SW,37.0,SSW,S,26.0,20.0,74.0,71.0,1015.8,1015.1,8.0,1.0,25.3,27.3,Yes,0.0,No,-30.294311623198947,153.123998054297
11731,28/01/2017,CoffsHarbour,20.9,29.5,0.0,,,NE,50.0,S,NE,4.0,33.0,73.0,70.0,1016.5,1014.3,,,26.6,28.6,No,0.0,No,-30.294311623198947,153.123998054297
11732,29/01/2017,CoffsHarbour,22.3,30.1,0.0,,,NE,48.0,N,NE,17.0,33.0,70.0,68.0,1016.8,1015.6,,,26.8,28.7,No,0.0,No,-30.294311623198947,153.123998054297
11733,30/01/2017,CoffsHarbour,22.2,29.4,0.0,,,NNE,63.0,N,NNE,19.0,44.0,67.0,70.0,1016.3,1012.9,,,27.5,28.6,No,0.0,No,-30.294311623198947,153.123998054297
11734,31/01/2017,CoffsHarbour,23.0,30.5,0.0,,,NNE,54.0,N,NNE,15.0,37.0,68.0,61.0,1012.5,1010.2,,,28.4,29.5,No,0.0,No,-30.294311623198947,153.123998054297
11735,01/02/2017,CoffsHarbour,21.7,29.7,0.0,,,NNE,44.0,E,NNE,11.0,26.0,77.0,71.0,1014.8,1012.4,,,26.4,28.7,No,0.0,No,-30.294311623198947,153.123998054297
11736,02/02/2017,CoffsHarbour,22.4,31.8,0.0,,,SSW,39.0,ENE,SSW,7.0,28.0,71.0,72.0,1010.0,1011.5,,,27.6,28.7,No,0.1,No,-30.294311623198947,153.123998054297
11737,03/02/2017,CoffsHarbour,22.3,29.2,0.1,,,NNE,33.0,W,E,9.0,20.0,80.0,77.0,1015.8,1012.4,,,25.4,29.0,No,0.0,No,-30.294311623198947,153.123998054297
11738,04/02/2017,CoffsHarbour,22.4,29.7,0.0,,,NE,54.0,N,NNE,11.0,35.0,69.0,71.0,1015.1,1011.5,,,27.3,26.3,No,0.0,No,-30.294311623198947,153.123998054297
11739,05/02/2017,CoffsHarbour,21.7,30.4,0.0,,,NE,59.0,NNE,NE,22.0,41.0,72.0,64.0,1013.2,1010.9,,,28.1,29.2,No,0.0,No,-30.294311623198947,153.123998054297
11740,06/02/2017,CoffsHarbour,22.7,30.4,0.0,,,NNE,59.0,NNE,NNE,19.0,39.0,70.0,64.0,1013.0,1010.3,,,28.2,29.4,No,0.0,No,-30.294311623198947,153.123998054297
11741,07/02/2017,CoffsHarbour,23.5,30.1,0.0,,,N,37.0,ESE,ENE,11.0,22.0,74.0,69.0,1015.7,1015.5,1.0,,26.9,29.4,No,1.7,Yes,-30.294311623198947,153.123998054297
11742,08/02/2017,CoffsHarbour,22.3,29.0,1.7,,,SE,39.0,SW,S,13.0,28.0,92.0,84.0,1018.9,1018.7,,8.0,24.4,24.8,Yes,7.6,Yes,-30.294311623198947,153.123998054297
11743,09/02/2017,CoffsHarbour,22.1,28.2,7.6,,,SSE,30.0,SSW,ENE,13.0,9.0,81.0,73.0,1018.6,1015.9,,7.0,25.3,27.5,Yes,1.0,No,-30.294311623198947,153.123998054297
11744,10/02/2017,CoffsHarbour,21.5,31.3,1.0,,,NE,41.0,WNW,NNE,7.0,30.0,70.0,69.0,1013.4,1009.9,,,26.6,28.5,No,0.0,No,-30.294311623198947,153.123998054297
11745,11/02/2017,CoffsHarbour,20.8,33.0,0.0,,,N,33.0,SSW,ENE,9.0,11.0,61.0,59.0,1008.0,1006.3,1.0,,28.7,30.9,No,0.0,No,-30.294311623198947,153.123998054297
11746,12/02/2017,CoffsHarbour,25.1,35.1,0.0,,,S,91.0,NE,NNE,11.0,33.0,47.0,69.0,1002.2,996.9,6.0,8.0,31.8,28.7,No,0.6,No,-30.294311623198947,153.123998054297
11747,13/02/2017,CoffsHarbour,23.6,26.1,0.6,,,,,SW,S,15.0,15.0,90.0,78.0,1006.0,1006.3,,8.0,23.9,25.0,No,5.2,Yes,-30.294311623198947,153.123998054297
11748,14/02/2017,CoffsHarbour,21.2,26.5,5.2,,,SE,31.0,WNW,SE,7.0,15.0,92.0,66.0,1013.7,1013.8,8.0,8.0,22.5,24.7,Yes,12.2,Yes,-30.294311623198947,153.123998054297
11749,15/02/2017,CoffsHarbour,18.9,26.3,12.2,,,E,37.0,WSW,E,11.0,15.0,93.0,70.0,1017.1,1014.4,8.0,2.0,20.2,24.9,Yes,0.2,No,-30.294311623198947,153.123998054297
11750,16/02/2017,CoffsHarbour,19.5,29.8,0.2,,,NNE,52.0,NNW,NNE,17.0,33.0,65.0,65.0,1014.4,1012.2,1.0,,25.6,27.7,No,0.0,No,-30.294311623198947,153.123998054297
11751,17/02/2017,CoffsHarbour,23.2,29.3,0.0,,,NNE,54.0,N,NNE,22.0,35.0,68.0,67.0,1014.3,1010.6,,,25.6,27.7,No,16.0,Yes,-30.294311623198947,153.123998054297
11752,18/02/2017,CoffsHarbour,20.8,30.2,16.0,,,NNE,59.0,NNE,NNE,20.0,43.0,74.0,67.0,1008.9,1005.5,1.0,,25.6,28.4,Yes,0.1,No,-30.294311623198947,153.123998054297
11753,19/02/2017,CoffsHarbour,22.9,26.8,0.1,,,NNE,44.0,SSW,S,24.0,11.0,82.0,78.0,1006.6,1006.0,8.0,8.0,23.0,25.1,No,16.2,Yes,-30.294311623198947,153.123998054297
11754,20/02/2017,CoffsHarbour,19.6,27.1,16.2,,,NNE,28.0,WSW,ESE,13.0,15.0,56.0,47.0,1011.6,1010.5,,,23.3,26.8,Yes,0.0,No,-30.294311623198947,153.123998054297
11755,21/02/2017,CoffsHarbour,15.6,26.1,0.0,,,E,22.0,SSW,E,9.0,11.0,77.0,68.0,1018.7,1018.2,,5.0,21.9,25.5,No,1.0,No,-30.294311623198947,153.123998054297
11756,22/02/2017,CoffsHarbour,20.2,27.2,1.0,,,ESE,22.0,W,E,9.0,15.0,74.0,57.0,1021.6,1020.0,1.0,,23.9,26.7,No,0.0,No,-30.294311623198947,153.123998054297
11757,23/02/2017,CoffsHarbour,17.0,27.8,0.0,,,E,26.0,W,E,7.0,20.0,73.0,52.0,1020.9,1019.0,8.0,,23.4,27.2,No,0.0,No,-30.294311623198947,153.123998054297
11758,24/02/2017,CoffsHarbour,16.6,27.2,0.0,,,SE,22.0,SW,ESE,7.0,15.0,72.0,61.0,1020.1,1018.0,6.0,,23.3,26.3,No,0.0,No,-30.294311623198947,153.123998054297
11759,25/02/2017,CoffsHarbour,19.9,27.8,0.0,,,SSE,33.0,SW,SSE,19.0,20.0,73.0,58.0,1018.4,1016.6,5.0,,23.5,27.3,No,8.0,Yes,-30.294311623198947,153.123998054297
11760,26/02/2017,CoffsHarbour,20.3,27.1,8.0,,,SSW,48.0,SW,SSW,20.0,26.0,82.0,63.0,1018.6,1017.9,7.0,1.0,22.6,26.6,Yes,6.8,Yes,-30.294311623198947,153.123998054297
11761,27/02/2017,CoffsHarbour,19.0,23.1,6.8,,,WSW,31.0,SW,SW,17.0,17.0,84.0,92.0,1020.2,1019.6,7.0,4.0,20.8,21.3,Yes,37.6,Yes,-30.294311623198947,153.123998054297
11762,28/02/2017,CoffsHarbour,18.9,23.2,37.6,,,SW,30.0,WSW,SW,15.0,19.0,95.0,89.0,1019.6,1017.9,8.0,6.0,19.5,22.2,Yes,11.6,Yes,-30.294311623198947,153.123998054297
11763,01/03/2017,CoffsHarbour,18.0,26.0,11.6,,,S,30.0,WSW,SSE,13.0,17.0,86.0,75.0,1019.1,1017.9,4.0,,21.8,25.2,Yes,4.2,Yes,-30.294311623198947,153.123998054297
11764,02/03/2017,CoffsHarbour,19.0,26.0,4.2,,,SE,22.0,SSW,ESE,11.0,13.0,91.0,75.0,1017.9,1014.2,8.0,,21.0,26.0,Yes,0.1,No,-30.294311623198947,153.123998054297
11765,03/03/2017,CoffsHarbour,18.0,27.0,0.1,,,SW,28.0,SW,SE,17.0,20.0,77.0,72.0,1014.3,1012.8,,,24.2,26.5,No,0.5,No,-30.294311623198947,153.123998054297
11766,04/03/2017,CoffsHarbour,19.0,27.0,0.5,,,NE,33.0,WNW,NE,7.0,20.0,73.0,76.0,1014.2,1011.3,,8.0,24.7,26.4,No,43.8,Yes,-30.294311623198947,153.123998054297
11767,05/03/2017,CoffsHarbour,20.0,26.0,43.8,,,S,46.0,WSW,ENE,13.0,4.0,83.0,87.0,1009.5,1006.9,1.0,8.0,23.7,24.0,Yes,41.5,Yes,-30.294311623198947,153.123998054297
11768,06/03/2017,CoffsHarbour,19.0,28.0,41.5,,,S,54.0,SSW,S,22.0,30.0,75.0,49.0,1010.0,1009.1,,2.0,23.8,28.0,Yes,0.0,No,-30.294311623198947,153.123998054297
11769,07/03/2017,CoffsHarbour,19.0,27.0,0.0,,,S,63.0,SW,SSW,30.0,31.0,61.0,52.0,1013.9,1012.9,,5.0,22.7,25.8,No,0.0,No,-30.294311623198947,153.123998054297
11770,08/03/2017,CoffsHarbour,18.0,25.0,0.0,,,S,54.0,SW,SSW,30.0,28.0,59.0,64.0,1014.5,1013.4,,8.0,21.8,23.9,No,4.2,Yes,-30.294311623198947,153.123998054297
11771,09/03/2017,CoffsHarbour,17.0,26.0,4.2,,,SSW,57.0,WSW,S,31.0,30.0,76.0,56.0,1013.3,1011.4,1.0,8.0,20.2,24.5,Yes,0.0,No,-30.294311623198947,153.123998054297
11772,10/03/2017,CoffsHarbour,18.0,27.0,0.0,,,S,52.0,SW,S,30.0,31.0,66.0,55.0,1012.3,1010.9,,,21.8,26.4,No,0.0,No,-30.294311623198947,153.123998054297
11773,11/03/2017,CoffsHarbour,16.0,26.0,0.0,,,SW,33.0,SW,SSE,20.0,19.0,56.0,54.0,1013.2,1011.4,,,22.1,25.5,No,0.0,No,-30.294311623198947,153.123998054297
11774,12/03/2017,CoffsHarbour,15.0,26.0,0.0,,,NNE,31.0,SW,NE,9.0,17.0,66.0,65.0,1012.0,1010.5,,,21.4,25.9,No,0.0,No,-30.294311623198947,153.123998054297
11775,13/03/2017,CoffsHarbour,21.0,24.0,0.0,,,NE,37.0,NNW,N,9.0,17.0,86.0,67.0,1013.4,1013.9,,6.0,22.5,23.6,No,6.8,Yes,-30.294311623198947,153.123998054297
11776,14/03/2017,CoffsHarbour,20.0,23.0,6.8,,,NNE,41.0,NNW,N,7.0,13.0,90.0,85.0,1017.9,1017.6,8.0,8.0,21.6,22.4,Yes,50.6,Yes,-30.294311623198947,153.123998054297
11777,15/03/2017,CoffsHarbour,19.0,22.0,50.6,,,SSE,39.0,SW,WSW,22.0,19.0,95.0,94.0,1017.5,1015.0,8.0,8.0,20.2,20.8,Yes,142.8,Yes,-30.294311623198947,153.123998054297
11778,16/03/2017,CoffsHarbour,19.0,26.0,142.8,,,NNE,19.0,ENE,NNE,6.0,13.0,95.0,79.0,1012.3,1010.3,1.0,,21.9,26.4,Yes,0.2,No,-30.294311623198947,153.123998054297
11779,17/03/2017,CoffsHarbour,20.0,28.0,0.2,,,S,61.0,SW,SSW,19.0,37.0,82.0,69.0,1012.6,1012.4,,8.0,24.5,25.1,No,106.2,Yes,-30.294311623198947,153.123998054297
11780,18/03/2017,CoffsHarbour,20.0,26.0,106.2,,,SE,70.0,SE,SSE,41.0,37.0,85.0,92.0,1013.9,1012.2,8.0,8.0,24.7,24.0,Yes,33.0,Yes,-30.294311623198947,153.123998054297
11781,19/03/2017,CoffsHarbour,22.0,26.0,33.0,,,NE,41.0,N,NNE,15.0,6.0,75.0,90.0,1019.0,1018.1,7.0,8.0,25.9,24.2,Yes,12.8,Yes,-30.294311623198947,153.123998054297
11782,20/03/2017,CoffsHarbour,23.0,26.0,12.8,,,NE,35.0,NE,NE,20.0,22.0,84.0,79.0,1019.4,1017.3,8.0,8.0,24.4,25.5,Yes,1.8,Yes,-30.294311623198947,153.123998054297
11783,21/03/2017,CoffsHarbour,22.0,27.0,1.8,,,N,33.0,NNW,NNE,11.0,17.0,87.0,82.0,1018.0,1015.7,8.0,8.0,23.3,25.3,Yes,0.0,No,-30.294311623198947,153.123998054297
11784,22/03/2017,CoffsHarbour,23.0,28.0,0.0,,,N,31.0,NNW,N,13.0,19.0,80.0,71.0,1015.4,1012.9,3.0,6.0,24.8,27.7,No,0.6,No,-30.294311623198947,153.123998054297
11785,23/03/2017,CoffsHarbour,22.0,27.0,0.6,,,SSE,39.0,SSW,SSE,15.0,28.0,90.0,79.0,1016.5,1015.7,8.0,6.0,23.7,26.6,No,0.0,No,-30.294311623198947,153.123998054297
11786,24/03/2017,CoffsHarbour,21.0,23.0,0.0,,,SSW,41.0,WSW,SW,19.0,24.0,87.0,78.0,1017.6,1017.2,8.0,8.0,22.0,22.4,No,1.6,Yes,-30.294311623198947,153.123998054297
11787,25/03/2017,CoffsHarbour,19.0,25.0,1.6,,,N,30.0,SW,NE,6.0,15.0,81.0,67.0,1017.9,1015.4,8.0,7.0,21.7,24.5,Yes,0.7,No,-30.294311623198947,153.123998054297
11788,26/03/2017,CoffsHarbour,20.0,27.0,0.7,,,SSE,33.0,NW,S,13.0,20.0,85.0,82.0,1014.4,1013.6,8.0,8.0,23.8,25.0,No,0.0,No,-30.294311623198947,153.123998054297
11789,27/03/2017,CoffsHarbour,19.0,26.0,0.0,,,ENE,28.0,WSW,E,7.0,15.0,80.0,68.0,1017.5,1014.3,,,23.5,26.2,No,0.0,No,-30.294311623198947,153.123998054297
11790,28/03/2017,CoffsHarbour,20.0,29.0,0.0,,,NNE,39.0,NW,NNE,15.0,28.0,74.0,71.0,1013.6,1011.7,,,24.6,28.0,No,0.0,No,-30.294311623198947,153.123998054297
11791,29/03/2017,CoffsHarbour,20.0,30.0,0.0,,,NE,48.0,NNW,NNE,9.0,31.0,75.0,70.0,1014.4,1011.3,,,25.6,28.4,No,2.6,Yes,-30.294311623198947,153.123998054297
11792,30/03/2017,CoffsHarbour,23.0,24.0,2.6,,,NNE,54.0,NNE,,15.0,0.0,90.0,94.0,1011.5,1007.0,8.0,8.0,24.4,21.3,Yes,104.8,Yes,-30.294311623198947,153.123998054297
11793,31/03/2017,CoffsHarbour,18.0,25.0,104.8,,,SW,69.0,SW,SSW,41.0,33.0,78.0,65.0,1009.5,1010.8,,8.0,20.7,24.0,Yes,0.4,No,-30.294311623198947,153.123998054297
11794,01/04/2017,CoffsHarbour,17.9,25.3,0.4,,,S,54.0,WSW,S,26.0,35.0,67.0,56.0,1015.6,1014.7,7.0,7.0,20.7,23.7,No,0.0,No,-30.294311623198947,153.123998054297
11795,02/04/2017,CoffsHarbour,18.2,24.4,0.0,,,S,74.0,SW,SSW,26.0,30.0,74.0,80.0,1020.3,1019.6,4.0,8.0,21.2,19.8,No,6.4,Yes,-30.294311623198947,153.123998054297
11796,03/04/2017,CoffsHarbour,16.2,22.6,6.4,,,S,59.0,SW,S,30.0,37.0,79.0,67.0,1023.5,1021.6,8.0,8.0,18.7,21.4,Yes,6.6,Yes,-30.294311623198947,153.123998054297
11797,04/04/2017,CoffsHarbour,16.1,23.3,6.6,,,S,63.0,SW,S,19.0,37.0,90.0,68.0,1024.3,1022.1,8.0,,17.4,21.4,Yes,18.2,Yes,-30.294311623198947,153.123998054297
11798,05/04/2017,CoffsHarbour,14.9,23.6,18.2,,,SE,46.0,SW,S,15.0,28.0,87.0,59.0,1023.9,1020.9,8.0,8.0,16.8,22.1,Yes,3.4,Yes,-30.294311623198947,153.123998054297
11799,06/04/2017,CoffsHarbour,14.2,21.5,3.4,,,SW,37.0,WSW,SW,19.0,17.0,90.0,73.0,1024.6,1022.3,8.0,8.0,16.7,20.7,Yes,22.2,Yes,-30.294311623198947,153.123998054297
11800,07/04/2017,CoffsHarbour,14.9,22.6,22.2,,,S,41.0,WSW,SW,19.0,15.0,74.0,85.0,1026.1,1024.3,,8.0,20.6,18.1,Yes,10.4,Yes,-30.294311623198947,153.123998054297
11801,08/04/2017,CoffsHarbour,15.4,23.9,10.4,,,WSW,30.0,WSW,SSE,13.0,13.0,84.0,63.0,1025.9,1022.2,8.0,7.0,19.1,22.7,Yes,0.1,No,-30.294311623198947,153.123998054297
11802,09/04/2017,CoffsHarbour,14.2,24.6,0.1,,,N,33.0,N,NNE,9.0,15.0,68.0,71.0,1019.0,1012.9,,1.0,21.4,22.6,No,0.1,No,-30.294311623198947,153.123998054297
11803,10/04/2017,CoffsHarbour,16.5,25.4,0.1,,,N,30.0,SE,E,9.0,13.0,75.0,43.0,1010.7,1008.4,,,21.4,24.2,No,0.0,No,-30.294311623198947,153.123998054297
11804,11/04/2017,CoffsHarbour,9.0,24.7,0.0,,,SSW,52.0,WSW,SSE,15.0,20.0,49.0,61.0,1015.7,1014.5,,,20.6,24.3,No,0.0,No,-30.294311623198947,153.123998054297
11805,12/04/2017,CoffsHarbour,17.9,25.0,0.0,,,SSW,46.0,SSW,S,33.0,30.0,64.0,70.0,1020.5,1019.3,,8.0,22.5,23.2,No,0.0,No,-30.294311623198947,153.123998054297
11806,13/04/2017,CoffsHarbour,17.8,24.2,0.0,,,SW,35.0,SW,SSE,19.0,28.0,67.0,65.0,1022.2,1019.6,6.0,1.0,20.7,22.3,No,0.0,No,-30.294311623198947,153.123998054297
11807,14/04/2017,CoffsHarbour,15.2,24.3,0.0,,,SSW,33.0,SW,SSE,17.0,20.0,67.0,56.0,1021.6,1018.7,7.0,,20.2,23.6,No,2.4,Yes,-30.294311623198947,153.123998054297
11808,15/04/2017,CoffsHarbour,12.8,24.5,2.4,,,E,20.0,NW,E,9.0,15.0,69.0,62.0,1020.9,1018.1,,,22.1,23.4,Yes,0.0,No,-30.294311623198947,153.123998054297
11809,16/04/2017,CoffsHarbour,12.3,25.9,0.0,,,NE,31.0,NW,NE,9.0,24.0,70.0,62.0,1020.7,1017.7,,,21.4,24.2,No,0.0,No,-30.294311623198947,153.123998054297
11810,17/04/2017,CoffsHarbour,14.7,24.4,0.0,,,SSE,28.0,SW,SE,13.0,11.0,64.0,61.0,1023.3,1021.0,,,22.2,23.4,No,0.0,No,-30.294311623198947,153.123998054297
11811,18/04/2017,CoffsHarbour,14.6,24.7,0.0,,,SSE,30.0,WSW,SSE,15.0,20.0,70.0,58.0,1026.2,1023.9,,,21.8,24.0,No,7.6,Yes,-30.294311623198947,153.123998054297
11812,19/04/2017,CoffsHarbour,16.5,24.2,7.6,,,SW,33.0,SW,S,24.0,19.0,73.0,64.0,1029.0,1026.9,4.0,,20.3,23.0,Yes,1.0,No,-30.294311623198947,153.123998054297
11813,20/04/2017,CoffsHarbour,14.5,23.6,1.0,,,SW,31.0,SW,ESE,24.0,15.0,74.0,61.0,1029.6,1026.9,,8.0,20.9,22.4,No,1.2,Yes,-30.294311623198947,153.123998054297
11814,21/04/2017,CoffsHarbour,12.3,23.6,1.2,,,S,26.0,WSW,SE,9.0,11.0,82.0,74.0,1028.0,1025.3,6.0,8.0,19.3,21.1,Yes,2.7,Yes,-30.294311623198947,153.123998054297
11815,22/04/2017,CoffsHarbour,14.6,23.4,2.7,,,E,24.0,WSW,ENE,9.0,17.0,88.0,60.0,1027.0,1023.3,8.0,8.0,18.8,22.4,Yes,0.0,No,-30.294311623198947,153.123998054297
11816,23/04/2017,CoffsHarbour,14.6,23.8,0.0,,,E,19.0,WNW,ENE,2.0,13.0,76.0,64.0,1024.4,1021.0,8.0,,19.8,22.8,No,0.0,No,-30.294311623198947,153.123998054297
11817,24/04/2017,CoffsHarbour,12.2,23.5,0.0,,,E,20.0,SW,ESE,9.0,11.0,78.0,68.0,1022.7,1019.5,,,20.5,22.7,No,0.0,No,-30.294311623198947,153.123998054297
11818,25/04/2017,CoffsHarbour,14.2,26.5,0.0,,,NE,46.0,N,NNE,17.0,30.0,66.0,68.0,1018.4,1012.8,,1.0,22.1,24.3,No,1.5,Yes,-30.294311623198947,153.123998054297
11819,26/04/2017,CoffsHarbour,18.5,22.0,1.5,,,W,44.0,NNE,N,19.0,26.0,87.0,79.0,1010.1,1004.9,7.0,2.0,19.3,21.6,Yes,5.6,Yes,-30.294311623198947,153.123998054297
11820,27/04/2017,CoffsHarbour,7.7,21.3,5.6,,,S,37.0,WSW,S,15.0,17.0,53.0,53.0,1013.2,1012.6,,8.0,17.2,20.3,Yes,0.0,No,-30.294311623198947,153.123998054297
11821,28/04/2017,CoffsHarbour,14.1,20.1,0.0,,,SSW,57.0,SW,SSW,28.0,26.0,68.0,67.0,1017.5,1017.5,8.0,8.0,17.4,18.8,No,0.0,No,-30.294311623198947,153.123998054297
11822,29/04/2017,CoffsHarbour,12.9,23.0,0.0,,,SW,33.0,WSW,SSE,20.0,17.0,57.0,60.0,1020.4,1017.9,,,19.5,21.9,No,0.0,No,-30.294311623198947,153.123998054297
11823,30/04/2017,CoffsHarbour,14.3,23.6,0.0,,,SW,37.0,SW,S,26.0,20.0,67.0,55.0,1021.8,1019.9,,,20.3,22.5,No,0.0,No,-30.294311623198947,153.123998054297
11824,01/05/2017,CoffsHarbour,11.3,23.9,0.0,,,NE,37.0,NNE,NNE,6.0,28.0,69.0,67.0,1021.8,1018.1,,,21.6,22.6,No,0.0,No,-30.294311623198947,153.123998054297
11825,02/05/2017,CoffsHarbour,13.7,27.0,0.0,,,N,30.0,NNW,N,11.0,11.0,58.0,52.0,1018.7,1015.8,7.0,1.0,22.5,25.8,No,0.0,No,-30.294311623198947,153.123998054297
11826,03/05/2017,CoffsHarbour,14.8,21.7,0.0,,,SSW,44.0,SW,S,24.0,28.0,72.0,76.0,1024.0,1024.0,8.0,8.0,20.3,19.4,No,22.2,Yes,-30.294311623198947,153.123998054297
11827,04/05/2017,CoffsHarbour,15.5,21.5,22.2,,,S,41.0,SW,SSW,26.0,17.0,88.0,66.0,1029.9,1027.8,8.0,8.0,16.4,20.5,Yes,2.4,Yes,-30.294311623198947,153.123998054297
11828,05/05/2017,CoffsHarbour,11.3,22.0,2.4,,,SW,30.0,SW,SSE,17.0,17.0,74.0,63.0,1030.6,1027.9,,,18.5,21.0,Yes,0.0,No,-30.294311623198947,153.123998054297
11829,06/05/2017,CoffsHarbour,10.5,22.4,0.0,,,NE,26.0,WSW,E,4.0,17.0,74.0,59.0,1027.7,1024.5,,,19.2,21.7,No,0.0,No,-30.294311623198947,153.123998054297
